,sentence_id,word_sequence,passage_id,bin_id_audio,onset,offset,word,prominence_value,boundary_value,prominence_label,surprisal_2gram,surprisal_3gram,surprisal_4gram,surprisal_5gram,surprisal_6gram,surprisal_gpt2,surprisal_bert,sentence_seq,bin_id_video,word_prev,lemma_prev,syllable_num_prev,pos_prev,pos_detail_prev,word_len_prev,surprisal_prev,mean_f0_prev,meaningful_gesture_prev,beat_gesture_prev,gesture_corres_prev,mouth_dist_prev
2386,2S,12,2,2387,3.07,3.167,of,0.014,0,0,3.18510517441973,3.57077147755304,3.54382099723848,3.54382099723848,3.54382099723848,2.2698343,0.170581966638565,,,,,,,,,,,,,,
2387,2S,13,2,2388,3.167,3.81,clothing,1.327,0.183,1,9.7946813756741,2.79396664795521,3.12129349470973,3.05780516366969,3.05780516366969,2.1444848,0.905378520488739,1,19,clothing,clothing,2,1,NN,8,9.613381801,301.2207301,0,0,0,0.397
2388,2S,15,2,2389,4.3,4.58,Then,0.61,0.009,1,7.39865016400118,7.80909765666922,7.9190724370712,7.88223045194308,7.88223045194307,4.7661915,0.6233851313591,2,20,Then, then,1,1,RB,4,6.667974252,231.1293073,0,0,0,
2389,2S,16,2,2390,4.58,4.88,open,1.281,0.353,1,10.8438747954519,11.3303251459515,11.1767855827776,11.1767855827776,11.1767855827775,4.2258563,0.631442010402679,2,21,open,open,2,1,VB,4,6.326716788,277.4467509,0,0,1,0.516
2390,2S,17,2,2391,4.88,5,the,-0.013,0,0,2.84393005623249,3.77740308070216,3.77740308070216,3.77740308070216,3.77740308070215,0.47023213,0.136713087558746,,,,,,,,,,,,,,
2391,2S,18,2,2392,5,5.48,window,0.626,0.389,1,9.24911586137522,8.07233366785862,7.83646810596937,7.83646810596937,7.83646810596937,4.1401362,3.32247447967529,2,22,window,window,2,1,NN,6,7.199042778,207.7801184,0,0,0,0.138
2392,2S,19,2,2393,5.48,5.786,and,0.243,0.391,0,2.74432521590022,2.11814363543228,2.84225319967499,2.77876486863495,2.77876486863494,0.93362224,0.112382121384143,,,,,,,,,,,,,,
2393,2S,20,2,2394,5.786,6.16,call,0.529,0.311,1,9.68671805457043,9.7466446094294,9.89558592394543,9.80116152457072,9.80116152457071,6.662494,0.305189222097396,2,23,call,call,1,1,VB,4,7.381342877,213.1652939,0,0,1,0.463
2394,2S,21,2,2395,6.16,6.35,for,0,0,0,2.30011866729468,1.98501291802086,2.16751181315711,2.16751181315711,2.16751181315711,2.564992,0.00145734404213726,,,,,,,,,,,,,,
2395,2S,22,2,2396,6.35,6.836,help,1.042,0,1,6.93988208291125,3.12672756399584,4.31842991057178,4.17777790546481,4.17777790546481,0.7901788,0.538432955741882,2,24,help,help,1,1,NN,4,7.417423094,244.6001689,0,0,0,0.396
2396,3S,1,3,2397,0.278,0.406,I,0.896,0,1,6.29409220540398,6.29394453003519,6.29394453003519,6.29394453003519,6.29394453003519,3.9997332,0.254435896873474,,,,,,,,,,,,,,
2397,3S,2,3,2398,0.406,0.614,bought,0.106,0,0,9.29850970387139,10.0286024537111,10.0139655738499,10.0139655738499,10.0139655738498,5.5001516,1.37639093399047,1,25,bought,buy,1,1,VBD,6,8.102717261,292.2790953,0,0,1,0.233
2398,3S,3,3,2399,0.614,0.7,a,1.04,0,1,2.15147105657903,1.98124335326326,1.94658644206311,1.94658644206311,1.94658644206311,1.95305,0.0511079244315624,,,,,,,,,,,,,,
2399,3S,4,3,2400,0.7,1.18,house,0.716,1.451,1,7.09116424416527,2.20093654084333,2.92523934571732,2.86175101467727,2.86175101467727,5.9414144,0.69329810142517,1,26,house,house,1,1,NN,5,6.501650166,275.018291,0,0,1,0.266
2400,3S,5,3,2401,1.18,1.385,in,0.316,0,0,2.55236398033535,1.58773502141502,0.577189041669109,0.918474230159104,0.918474230159104,1.312531,0.00930130574852228,,,,,,,,,,,,,,
2401,3S,6,3,2402,1.385,2.2,Northumberland,0.774,0.63,1,10.0434721006964,10.1022952076324,10.2976922286827,10.3056864618437,10.2389866032667,5.192765,8.27753734588623,1,27,Northumberland,Northumberland,,0,NNP,14,,234.9370287,0,0,0,
2402,3S,7,3,2403,2.2,2.308,with,0,0,0,5.97071279262448,5.43836614525901,5.5352384422896,5.5352384422896,5.5352384422896,5.3812675,0.0215874016284942,,,,,,,,,,,,,,
2403,3S,8,3,2404,2.308,2.493,a,0.357,0.331,0,2.17753521019132,3.43814389945572,3.5426058320756,3.47911750103556,3.47911750103555,0.0013118718,0.0215401519089937,,,,,,,,,,,,,,
2404,3S,9,3,2405,2.493,2.868,big,1.112,0.872,1,6.88408988939932,6.74150136063657,6.59869049535203,6.59869049535203,6.59869049535203,4.118332,3.5186424255371,1,28,big,big,1,1,JJ,3,7.537821169,233.7354309,0,0,1,0.493
2405,3S,10,3,2406,2.868,3.569,garden,1.154,0.248,1,11.6186061311169,12.1014266320313,12.1533304068178,12.0966439264072,12.0966439264071,1.4091537,2.43505382537841,1,29,garden,garden,2,1,NN,6,7.74269079,202.8017593,0,0,1,0.929
2406,3S,12,3,2407,4.201,4.329,I,0,0,0,5.73697068176303,6.86371068850636,6.57800661107737,6.57800661107737,6.57800661107737,4.633975,0.0381093509495258,,,,,,,,,,,,,,
2407,3S,13,3,2408,4.329,4.554,even,1.668,0.055,2,7.64680626922299,6.63436589996463,6.47977339494183,6.47977339494183,6.47977339494183,7.3038335,1.45565891265869,2,30,even,even,2,1,RB,4,7.016270097,286.0727372,0,0,0,0.77
2408,3S,14,3,2409,4.554,4.787,had,0.188,0,0,5.60270577360097,4.89699373306725,4.16608163197134,4.34108243377759,4.34108243377758,1.4160719,0.514248251914978,2,31,had,have,1,0,VBD,3,4.670709888,238.3790738,0,0,0,
2409,3S,15,3,2410,4.787,4.888,to,0,0.556,0,3.09629545844388,3.19366320908166,3.5016341519225,3.55053418774868,3.48987996113754,6.4869757,0.00249717500992119,,,,,,,,,,,,,,
2410,3S,16,3,2411,4.888,5.18,pay,0.88,0.148,1,6.37088339717453,4.42809671371766,4.79119778131667,4.61124518833391,4.6112451883339,2.2690678,1.54494249820709,2,32,pay,pay,1,1,VB,3,7.382722133,260.6213133,0,0,0,0.805
2411,3S,17,3,2412,5.18,5.57,someone,0.37,0,0,9.8829187809735,10.8362922965905,11.364281697108,11.2586383615378,11.2586383615378,3.1148448,1.72603797912597,2,33,someone,someone,2,1,NN,7,8.142257648,215.4842435,0,0,0,0.67
2412,3S,18,3,2413,5.57,5.7,to,0,0.95,0,2.81741354386971,1.35359750838119,1.56192641755802,1.56192641755802,1.56192641755802,3.7092295,0.0173834767192602,,,,,,,,,,,,,,
2413,3S,19,3,2414,5.7,5.94,cut,0.117,0,0,7.41206940829371,7.8316145820457,7.87536986055362,7.81188152951358,7.81188152951358,6.3339977,0.5319464802742,2,34,cut,cut,1,1,VB,3,8.072901362,428.7733461,0,0,1,0.538
2414,3S,20,3,2415,5.94,6.03,the,0,0,0,2.73228336008461,1.65756543311656,1.84612450816384,1.84612450816384,1.84612450816383,0.52848697,0.647396862506866,,,,,,,,,,,,,,
2415,3S,21,3,2416,6.03,6.44,grass,0.948,0.714,1,10.1404338813147,6.7276045045565,6.38354120750234,6.47804081700912,6.47804081700912,4.766793,1.1985250711441,2,35,grass,grass,1,1,NN,5,9.3663957,230.9773269,0,0,0,0.932
2416,3S,22,3,2417,6.44,6.53,the,0,0,0,7.61555179302996,8.15763074127983,8.05270382339094,8.10160413370665,8.04094963260598,1.6178653,0.0569104067981243,,,,,,,,,,,,,,
2417,3S,23,3,2418,6.53,6.779,other,0.653,0.178,1,5.66786245202299,6.92787865563028,6.92787865563028,6.92787865563028,6.92787865563027,1.9623468,4.86547136306762,2,36,other,other,2,1,JJ,5,6.266124254,204.3131846,0,0,0,0.753
2418,3S,24,3,2419,6.779,7.12,day,0.257,0.09,0,7.7075980150902,6.68047135785466,6.05153129482418,6.05153129482418,6.05153129482418,6.2703238,1.31683754920959,2,37,day,day,1,1,NN,3,6.778811649,185.5190338,0,0,0,0.848
2419,3S,25,3,2420,7.12,7.29,I,0,0,0,6.0072890718846,6.50787892721153,6.73463802435178,6.63853759188816,6.63853759188816,3.3541584,1.64232659339904,,,,,,,,,,,,,,
2420,3S,26,3,2421,7.29,7.74,wanted,0.716,0.9,1,4.61066217256568,5.8975723116437,5.62116190082527,5.62116190082527,5.62116190082526,0.35376012,2.74356126785278,2,38,wanted,want,2,1,VBD,6,6.97988886,245.4193932,0,0,1,0.655
2421,3S,27,3,2422,7.74,7.847,to,0.083,0,0,0.520516114179138,0.360724331354582,0.858901492308249,0.858901492308249,0.858901492308248,7.152261,0.00119900319259613,,,,,,,,,,,,,,
2422,3S,28,3,2423,7.847,8.09,do,0.879,0,1,5.28061920652222,2.96020135203347,2.01623733761002,2.62206785236214,2.62206785236213,3.651288,0.229491516947746,2,39,do,do,1,0,VB,2,5.039690685,221.0807303,0,0,0,0.823
2423,3S,29,3,2424,8.09,8.31,that,0.263,0.173,0,4.07764302584419,3.93863438957169,4.18405877496043,4.93944573527218,4.56804108480838,0.5369719,1.64419937133789,,,,,,,,,,,,,,
2424,4S,0,4,2425,0,0.67,Cats,2.017,1.604,2,10.6767403146842,10.6759420991221,10.6759420991221,10.6759420991221,10.675942099122,4.9347672,8.22676849365234,1,40,Cats,cat,1,1,NNS,4,9.811812949,433.7256487,0,0,1,1.05
2425,4S,1,4,2426,0.67,1.17,hate,1.513,0.617,2,12.4314794343387,13.0662661244235,13.0480619785905,13.0480619785905,13.0480619785905,5.6422358,6.15194988250732,1,41,hate,hate,1,1,VBP,4,8.759696783,314.7227724,0,0,1,0.846
2426,4S,2,4,2427,1.17,1.301,to,0.127,0,0,3.45132927866608,4.19282981350002,4.19282981350002,4.19282981350002,4.19282981350002,7.3985066,0.00103181996382772,,,,,,,,,,,,,,
2427,4S,3,4,2428,1.301,1.57,bury,0.979,0.172,1,9.59825117602138,9.30897324487187,9.07296879127889,9.07296879127889,9.07296879127888,2.1697545,3.64359211921691,1,42,bury,bury,2,1,VB,4,10.04064758,203.6482314,0,0,1,0.431
2428,4S,4,4,2429,1.57,1.71,their,0.639,0,1,2.68221454782664,2.56754544743016,2.59230138392786,2.59230138392786,2.59230138392785,8.192189,0.0680859759449958,,,,,,,,,,,,,,
2429,4S,5,4,2430,1.71,2.13,food,0.639,0.477,1,6.94843956859412,4.37173879727807,4.93443410537746,4.89219400909206,4.89219400909205,0.8481806,5.23606777191162,1,43,food,food,1,1,NN,4,6.913917779,206.8606923,0,0,0,0.557
2430,4S,6,4,2431,2.13,2.24,in,0.051,0,0,3.72256830668156,3.4096546308188,3.55843372202079,3.49494539098074,3.49494539098074,5.292392,0.047504898160696,,,,,,,,,,,,,,
2431,4S,7,4,2432,2.24,2.313,a,0.333,0.081,0,3.0144635408881,2.89367551982052,3.24183529866615,3.20668060069778,3.20668060069778,2.1737523,0.243246808648109,,,,,,,,,,,,,,
2432,4S,8,4,2433,2.313,2.77,place,0.589,1.081,1,6.82236817299409,7.10693256988178,7.12287162808786,7.0718275545189,7.0718275545189,3.1233199,1.22072947025299,1,44,place,place,1,1,NN,5,7.110934152,268.8696665,0,0,1,0.148
2433,4S,9,4,2434,2.77,2.883,where,0,0,0,4.23980869708427,2.35933827436125,1.76364754020536,1.74605591776545,1.74605591776545,5.295027,0.121801257133483,,,,,,,,,,,,,,
2434,4S,10,4,2435,2.883,2.99,they,1.576,0,2,2.4221011295654,2.70612231166715,2.65012644692168,2.70900143237948,2.77201819040171,1.5148946,0.209977909922599,,,,,,,,,,,,,,
2435,4S,11,4,2436,2.99,3.18,have,0.664,0,1,3.61579764259906,4.28009470238378,4.43327715467521,4.6670851430246,4.68393385954325,1.209403,0.0775526463985443,1,45,have,have,1,0,VBP,4,4.827760162,187.1469918,0,0,1,
2436,4S,13,4,2437,3.332,3.855,recently,0.911,0.466,1,7.25002835530164,6.48171568287781,7.03760255259903,6.80038101241643,6.80038101241643,2.941374,7.08956003189086,1,46,recently,recently,3,1,RB,8,8.791979964,234.2128642,0,0,1,1.102
2437,4S,14,4,2438,3.855,4.128,done,0.689,0.537,1,7.26548486090859,6.09906464726523,3.5945982669813,3.99824034065604,3.99824034065604,8.70992,0.0586364232003688,1,47,done,do,1,0,VBN,4,5.383044885,196.6677098,0,0,0,0.823
2438,4S,15,4,2439,4.128,4.584,so,2.06,2.148,2,3.19937945360776,4.38338676061373,4.4878486932336,4.53674872905979,4.47609450244865,6.0233984,1.2374929189682,1,48,so,so,1,1,RB,2,5.775563886,351.9438009,0,0,0,0.409
2439,4S,17,4,2440,5.15,5.294,In,0.197,0,0,2.95279534994182,2.94489938403364,3.81477702654536,3.57383972155365,3.57383972155365,7.369643,0.385314226150512,,,,,,,,,,,,,,
2440,4S,18,4,2441,5.294,5.417,the,0.687,0.039,1,1.67205010853168,1.64672076339942,1.55662273080012,2.2815062182813,2.2208518544254,3.5286977,0.292856633663177,,,,,,,,,,,,,,
2441,4S,19,4,2442,5.417,6.02,garden,1.46,1.164,1,9.17093465460922,9.05172879121024,9.28144194470535,9.23979968662296,9.15382956486668,2.2557895,7.7653431892395,2,49,garden,garden,2,1,NN,6,8.58643995,221.0946595,0,0,1,0.929
2442,4S,20,4,2443,6.02,6.147,you,0.079,0,0,10.2892950448871,11.2372336677494,10.9091341329593,10.9819968305326,10.9213423294319,7.322399,0.200756803154945,,,,,,,,,,,,,,
2443,4S,21,4,2444,6.147,6.28,will,0.479,0.435,0,3.9952755792094,4.23506936080636,4.23506936080636,4.23506936080636,4.23506936080635,4.224439,4.35277700424194,2,50,will,will,1,0,MD,4,,202.0223797,0,0,0,
2444,4S,22,4,2445,6.28,6.63,see,0.469,0.035,0,5.53651042678583,3.05008651799987,3.68371870510859,3.68371870510859,3.68371870510858,1.8637478,0.892716467380523,2,51,see,see,1,1,VB,3,6.2809578,229.3342227,0,0,0,0.706
2445,4S,23,4,2446,6.63,6.89,them,0.134,0.207,0,4.11766195282802,3.83023847296391,4.24344623237647,4.00580472320828,4.00580472320827,1.6586615,2.14590644836425,,,,,,,,,,,,,,
2446,4S,24,4,2447,6.89,7.5,nosing,0.576,0.46,1,17.5218362210162,17.4655252422867,17.197994567863,17.134506236823,17.1345062368229,4.867233,0.520652711391449,2,52,nosing,nose,2,1,VBG,6,10.09012843,219.8940587,0,0,1,0.828
2447,4S,25,4,2448,7.5,8.019,around,1.478,0.907,1,3.04710418922311,3.02424140703498,3.02424140703498,3.02424140703498,3.02424140703497,7.8987956,0.0323363095521926,,,,,,,,,,,,,,
2448,4S,26,4,2449,8.019,8.32,trying,0.296,0.09,0,8.89122982041493,8.72724428357061,8.66380426268839,8.66380426268839,8.66380426268839,2.8969305,0.332559287548065,2,53,trying,try,2,1,VBG,6,7.305237272,203.0550303,0,0,0,0.428
2449,4S,27,4,2450,8.32,8.441,to,0,0.005,0,0.103278934199149,0.0731667204645784,0.0844725583306627,0.0844725583306627,0.0844725583306627,0.770472,0.0725214034318924,,,,,,,,,,,,,,
2450,4S,28,4,2451,8.441,8.81,find,0.611,0.412,1,5.67308379192097,3.31982408826947,0.977463471885045,0.964294424801902,0.964294424801902,5.1433682,0.00228013726882636,2,54,find,find,1,1,VB,4,6.559336409,200.6395923,0,0,1,0.716
2451,4S,29,4,2452,8.81,8.9,a,0.2,0,0,1.88019552145566,1.67386544505862,1.44927975604118,1.54371582122105,1.55443395126345,0.06845152,0.00981776602566242,,,,,,,,,,,,,,
2452,4S,30,4,2453,8.9,9.118,new,0.625,0.235,1,4.25066805199143,2.77753652797448,2.56206142104904,2.82717878349807,2.81241701089931,1.6553106,0.0334643274545669,2,55,new,new,1,1,JJ,3,6.556502735,219.1697005,0,0,0,0.999
2453,4S,31,4,2454,9.118,9.54,place,0.64,1.029,1,7.84966666067732,6.83797564784422,4.27880377810977,4.35582581557763,4.3280977064159,1.6593051,3.2651777267456,2,56,place,place,1,1,NN,5,6.960507532,205.546954,0,0,0,0.148
2454,4S,32,4,2455,9.54,9.706,to,0.465,0,0,3.60310003128896,1.27049744918264,1.13012219814739,0.502816377174399,0.541060763638148,4.090212,0.643247425556182,,,,,,,,,,,,,,
2455,4S,33,4,2456,9.706,9.88,dig,0.098,0.09,0,8.83500722731514,9.37116269144144,9.76763537300203,9.90679827239212,10.0952254552187,2.404188,0.153442189097404,2,57,dig,dig,1,1,VB,3,9.529768555,203.6356099,0,0,1,0.89
2456,4S,34,4,2457,9.88,9.96,a,0,0,0,2.52153166904417,2.06650405682134,2.10483336348438,2.10483336348438,2.10483336348438,0.2461341,0.24751791357994,,,,,,,,,,,,,,
2457,4S,35,4,2458,9.96,10.4,hole,0.813,0.811,1,8.30588967481666,2.38982939516282,2.31921778625018,2.19297991274834,2.19297991274834,4.7946186,0.10246979445219,2,58,hole,hole,1,1,NN,4,7.834524745,192.5007866,0,0,0,0.348
2458,5S,1,5,2459,0.2,0.33,I,1.77,0.033,2,6.29409220540398,6.29394453003519,6.29394453003519,6.29394453003519,6.29394453003519,3.9997332,0.00619278103113174,,,,,,,,,,,,,,
2459,5S,2,5,2460,0.33,0.68,remember,0.234,0.101,0,5.79602326194872,4.45381610847641,4.45204482751954,4.45204482751954,4.45204482751953,5.0854177,4.93659019470214,1,59,remember,remember,3,1,VBP,8,8.389222267,307.1429027,0,0,1,0.635
2460,5S,3,5,2461,0.68,0.97,having,0.261,0.76,0,5.31797229116091,5.24379533770327,5.19706074980345,5.15088612055108,5.15088612055108,4.0344486,1.28212976455688,1,60,having,have,2,0,VBG,6,4.498015068,242.1314621,0,0,0,
2461,5S,4,5,2462,0.97,1.11,to,-0.04,0,0,3.14890055398738,3.92579843553692,4.04520604874271,3.98171771770267,3.98171771770266,2.269481,0.0226182918995618,,,,,,,,,,,,,,
2462,5S,5,5,2463,1.11,1.24,do,0,0,0,5.28061920652222,3.9252047146769,3.84953975346051,3.84953975346051,3.84953975346051,3.504297,0.079543150961399,1,61,do,do,1,0,VB,2,4.999479464,214.0914093,0,0,1,0.823
2463,5S,6,5,2464,1.24,1.42,that,0.773,0,1,4.07764302584419,3.93863438957169,4.89211934793907,4.76370875253824,4.76370875253824,3.3289604,1.98672938346862,,,,,,,,,,,,,,
2464,5S,7,5,2465,1.42,1.571,for,0,0.618,0,6.66118791917771,3.74010160009568,4.15537681467129,3.91236327085147,3.91236327085146,3.6660304,1.40854287147521,,,,,,,,,,,,,,
2465,5S,8,5,2466,1.571,1.711,my,0.153,0,0,7.70193255112771,7.54330889282231,7.68835300494787,7.69991889591314,7.63926439481247,3.4051192,0.0161102470010519,,,,,,,,,,,,,,
2466,5S,9,5,2467,1.711,2.03,mum,0.539,0.282,1,7.27284502324822,7.49390297278669,7.58150630726472,7.51801797622467,7.51801797622467,7.2050667,3.11065053939819,1,62,mum,mum,1,1,NN,3,10.13115636,189.006738,0,0,1,0.346
2467,5S,11,5,2468,2.65,2.81,She,0,0,0,4.48894280851241,5.11928688550452,5.24329851164843,5.17981018060838,5.17981018060838,1.7637904,0.180385053157806,,,,,,,,,,,,,,
2468,5S,12,5,2469,2.81,3.05,stood,0.262,0.295,0,8.26098483414425,8.44288136200019,8.09257946683851,8.09257946683851,8.0925794668385,8.221231,7.45539331436157,2,63,stood,stand,1,1,VBD,5,8.150828295,266.9820032,0,0,1,0.911
2469,5S,13,5,2470,3.05,3.18,on,0.891,0,1,2.67271007325469,3.49478097175044,3.46407080830148,3.4188947719704,3.4188947719704,3.1596072,0.920670211315155,,,,,,,,,,,,,,
2470,5S,14,5,2471,3.18,3.27,a,0,0,0,2.99723081351268,1.79869024644423,1.76026322150742,1.76026322150742,1.76026322150741,2.2729516,0.549185156822204,,,,,,,,,,,,,,
2471,5S,15,5,2472,3.27,3.693,chair,0.203,0.17,0,8.56583839935806,6.49735939034631,3.23608995824955,3.16418028833504,3.16418028833503,3.693363,2.28950977325439,2,64,chair,chair,1,1,NN,5,9.203729623,270.6029947,0,0,1,0.375
2472,5S,16,5,2473,3.693,3.82,and,0,0,0,2.71523454069635,2.20307838266984,2.4631699790132,2.69957655977213,2.63892233316099,1.1319764,0.576242446899414,,,,,,,,,,,,,,
2473,5S,17,5,2474,3.82,3.9,I,0.01,0,0,6.05146102550372,6.92529845401945,7.0622121861756,7.11572282268869,7.05506832158802,3.302665,0.195424199104309,,,,,,,,,,,,,,
2474,5S,18,5,2475,3.9,4.13,used,0.758,0.516,1,6.25177415409119,6.00845180954666,5.85496988917466,5.85496988917466,5.85496988917465,5.386895,0.538838982582092,2,65,used,use,1,1,VBD,4,6.197631967,217.8353159,0,0,0,0.6
2475,5S,19,5,2476,4.13,4.19,to,0,0,0,1.72187119398607,0.321050677892158,0.27819059552954,0.291517319693833,0.291517319693833,0.36402008,0.000152218679431825,,,,,,,,,,,,,,
2476,5S,20,5,2477,4.19,4.38,have,0.201,0,0,4.26506585146935,5.36089751332084,4.33952717608324,3.66588868850922,3.86667119419823,4.5792665,0.934439599514007,2,66,have,have,1,0,VB,4,4.537787243,171.6435568,0,0,0,
2477,5S,22,5,2478,4.496,4.63,to,0.219,0.129,0,3.52632915174385,4.9917595974211,5.07153833326955,5.2179296400234,5.23990801693599,1.1734781,1.8249145746231,,,,,,,,,,,,,,
2478,5S,23,5,2479,4.63,5,draw,0.575,0,1,7.25246472439713,7.29399444177096,6.35531764473343,6.49380529987217,6.4331507987715,6.3507023,0.773354947566986,2,67,draw,draw,1,1,VB,4,8.845634813,210.5496616,0,0,1,0.451
2479,5S,24,5,2480,5,5.14,the,0.072,0.278,0,2.83463007636268,1.87625618492187,1.89354477091726,1.44812223368024,1.67571015196558,2.9601219,2.0547604560852,,,,,,,,,,,,,,
2480,5S,25,5,2481,5.14,5.66,lines,0.744,0.966,1,8.55473639570367,9.16626888152617,9.3989026036531,9.34913655335009,9.37111547924175,2.115258,1.26717805862426,2,68,lines,line,1,1,NNS,5,7.141712955,220.7967682,0,0,1,0.594
2481,5S,26,5,2482,5.66,5.81,round,0.566,0,1,11.9581957977612,13.1114932158077,12.4253956483278,12.4253956483278,12.4253956483278,6.754298,7.57956218719482,2,69,round,round,1,1,VBP,5,8.660047802,204.8168299,0,0,0,0.175
2482,5S,27,5,2483,5.81,5.907,the,0.142,0,0,3.57619978255895,2.86106918267714,2.86106918267714,2.86106918267714,2.86106918267713,1.5238051,0.000439070630818605,,,,,,,,,,,,,,
2483,5S,28,5,2484,5.907,6.14,back,0.361,0.508,0,7.48277900996966,5.28201635824552,5.81761186372437,5.81761186372437,5.81761186372436,3.6977167,2.66668891906738,2,70,back,back,1,1,NN,4,6.610937453,219.6876204,0,0,0,0.521
2484,5S,29,5,2485,6.14,6.22,of,0.302,0.043,0,3.2860788940534,0.802089295691438,0.531920262187049,0.772988738864376,0.772988738864375,0.36906075,0.00427261879667639,,,,,,,,,,,,,,
2485,5S,30,5,2486,6.22,6.383,her,0.23,0,0,5.04602947198266,3.90586692707239,3.79688717122779,3.43104395319344,3.23687060648158,1.6268806,0.15268237888813,,,,,,,,,,,,,,
2486,5S,31,5,2487,6.383,6.8,legs,0.843,1.024,1,7.65109159981322,7.62666312932848,8.7728578562174,8.8205394330063,8.47718816180091,3.9380655,2.78992223739624,2,71,legs,leg,1,1,NNS,4,8.621376595,289.984055,0,0,0,0.56
2487,5S,32,5,2488,6.8,6.881,with,0.091,0,0,4.68072727281798,4.58194727353257,4.74469486258276,4.7019661749285,4.7019661749285,3.8866525,0.0428492799401283,,,,,,,,,,,,,,
2488,5S,33,5,2489,6.881,6.961,a,0.193,0.016,0,2.17753521019132,1.39600339634456,1.106473895538,1.24878217048749,1.24878217048748,1.8721633,0.268017619848251,,,,,,,,,,,,,,
2489,5S,34,5,2490,6.961,7.5,pencil,0.929,0.36,1,10.7782663072584,9.37239789434024,9.19773910649219,9.24663886782884,9.18598491570723,1.0749645,0.513015389442443,2,72,pencil,pencil,2,1,NN,6,10.19849718,168.4957467,0,0,1,0.877
2490,6S,1,6,2491,0.18,0.41,Emma,2.026,0.682,2,9.69103522594649,9.69046428771771,9.69046428771771,9.69046428771771,9.69046428771771,8.501801,5.95439147949218,1,73,Emma,Emma,,0,NNP,4,,330.9026268,0,0,0,
2491,6S,2,6,2492,0.41,1.3,screamed,0.626,0.265,1,13.479075325034,13.6993630569427,13.6687113597643,13.6687113597643,13.6687113597642,1.8031298,2.4741678237915,1,74,screamed,scream,1,1,VBD,8,10.72848054,282.6218103,0,0,1,0.158
2492,6S,3,6,2493,1.3,1.49,and,0.635,0.618,1,2.95949810984975,2.83114433378228,2.83114433378228,2.83114433378228,2.83114433378227,11.136962,0.016134763136506,,,,,,,,,,,,,,
2493,6S,4,6,2494,1.49,1.908,swore,0.159,0,0,11.1003237784467,10.9100860626599,10.8466460417777,10.8466460417777,10.8466460417777,2.1681435,5.24257946014404,1,75,swore,swear,1,1,VBD,5,8.398026033,218.689497,0,0,1,0.425
2494,6S,5,6,2495,1.908,2.113,at,1.286,0.498,1,4.05900079471648,4.81230437947225,4.75060077937621,4.75060077937621,4.7506007793762,5.883462,0.039804171770811,,,,,,,,,,,,,,
2495,6S,6,6,2496,2.113,2.34,them,0.471,0,0,7.32800698879224,7.82166049361859,7.61326364828232,7.61326364828232,7.61326364828232,1.6799643,1.39919567108154,,,,,,,,,,,,,,
2496,6S,8,6,2497,2.78,2.928,She,0,0,0,4.48894280851241,4.61280154398639,5.05510519390395,5.07331428054849,5.07331428054848,8.650738,0.130580484867095,,,,,,,,,,,,,,
2497,6S,9,6,2498,2.928,3.09,was,1.424,0.293,1,1.60556105791616,1.5588032756508,2.0543880888318,2.17102390673269,2.11036954287678,2.816265,0.0642835050821304,2,76,was,be,1,0,VBD,3,3.637233355,239.4548561,0,0,0,
2498,6S,10,6,2499,3.09,3.65,especially,0.841,0.225,1,7.87183718026306,6.90898389413214,6.89230810601931,7.06688564496558,6.95117622923878,2.3778317,2.23218345642089,2,77,especially,especially,4,1,RB,10,8.711438714,219.0811983,0,0,0,0.352
2499,6S,11,6,2500,3.65,4.05,angry,0.524,0.224,1,12.6350353822698,12.2865039445964,12.4517653087904,12.5192293462274,12.3031149531794,8.346754,2.20076727867126,2,78,angry,angry,2,1,JJ,5,9.465224857,202.506895,0,0,1,0.325
2500,6S,12,6,2501,4.05,4.14,if,0.307,0.053,0,6.37296457681424,5.79428025341376,5.79428025341376,5.79428025341376,5.79428025341375,1.6896634,2.18647766113281,,,,,,,,,,,,,,
2501,6S,13,6,2502,4.14,4.296,the,0.217,0.099,0,1.79383219344326,2.63357170869294,2.60647327852006,2.60647327852006,2.60647327852005,5.7351522,0.287150621414184,,,,,,,,,,,,,,
2502,6S,14,6,2503,4.296,4.7,girls,0.999,1.165,1,9.07579822938573,9.57441999476058,9.43588732333842,9.43588732333842,9.43588732333841,2.7920418,2.34942078590393,2,79,girls,girl,1,1,NNS,5,8.030271649,204.5461042,0,0,0,1.554
2503,6S,16,6,2504,4.772,5.237,dared,1.519,0,2,13.8213989074276,14.3754186993449,14.0754675171917,14.0754675171917,14.0754675171916,3.46169,3.66269707679748,2,80,dared,dare,1,1,VBD,5,9.814745251,215.1970476,0,0,0,0.789
2504,6S,17,6,2505,5.237,5.412,to,0.095,0.96,0,0.539896138860541,0.74449418630394,0.74449418630394,0.74449418630394,0.74449418630394,7.029221,0.505141913890838,,,,,,,,,,,,,,
2505,6S,18,6,2506,5.412,5.759,eat,0.314,0.34,0,7.89669330544033,8.11534453075287,8.05752385959158,8.05752385959158,8.05752385959157,0.6944598,0.0300305243581533,2,81,eat,eat,1,1,VB,3,8.275492393,257.6807837,0,0,0,0.623
2506,6S,19,6,2507,5.759,5.985,any,0.752,0,1,5.19663419306907,6.31226176555575,6.21480425684066,6.21480425684066,6.21480425684065,6.5335717,0.328399300575256,,,,,,,,,,,,,,
